L0A5-->Columns Header:, LevelCount, AutomataStep, AggregateState, Goal, StateDifference, DiversityCounter, LiveCellsCount, LiveCellsArea, LiveCellsDensity, StateId
442,148,0,1,12,115,------41,121,0.34,------38,
445,149,1,1,20,115,------61,169,0.36,------39,
448,150,1,1,20,115,------81,225,0.36,------40,
451,151,1,1,24,115,------105,289,0.36,------41,
454,152,1,1,28,115,------133,361,0.37,------42,
457,153,1,1,24,115,------157,441,0.36,------43,
460,154,1,1,16,115,------173,441,0.39,------44,
463,155,1,1,16,115,------189,441,0.43,------45,
466,156,1,0,72,116,------117,361,0.32,------116,
469,157,1,0,48,117,------69,289,0.24,------117,
472,158,1,0,21,118,------48,289,0.17,------118,
475,159,0,0,16,119,------32,81,0.4,------119,
478,160,0,0,16,120,------16,81,0.2,------120,
481,161,0,1,24,121,------40,121,0.33,------121,
484,162,1,1,28,122,------68,169,0.4,------122,
487,163,1,1,25,123,------93,225,0.41,------123,
490,164,1,1,24,124,------117,289,0.4,------124,
493,165,1,1,28,125,------145,361,0.4,------125,
496,166,1,1,24,126,------169,441,0.38,------126,
499,167,1,1,16,127,------185,441,0.42,------127,
502,168,1,1,16,128,------201,441,0.46,------128,
505,169,1,1,24,129,------225,441,0.51,------129,
508,170,1,1,40,130,------265,441,0.6,------130,
511,171,1,0,88,131,------177,441,0.4,------131,
514,172,1,0,52,132,------125,289,0.43,------132,
517,173,1,0,24,133,------101,289,0.35,------133,
520,174,1,0,28,134,------73,289,0.25,------134,
523,175,1,0,28,135,------45,289,0.16,------135,
526,176,1,1,20,136,------65,361,0.18,------136,
529,177,1,1,20,137,------85,441,0.19,------137,
532,178,1,1,48,138,------133,441,0.3,------138,
535,179,1,1,44,139,------177,441,0.4,------139,
538,180,1,1,48,140,------225,441,0.51,------140,
541,181,1,1,32,141,------257,441,0.58,------141,
544,182,1,1,40,142,------297,441,0.67,------142,
547,183,1,1,20,143,------317,441,0.72,------143,
550,184,1,1,0,143,------317,441,0.72,------143,
553,185,1,1,0,143,------317,441,0.72,------143,
556,186,1,0,76,144,------241,441,0.55,------144,
559,187,1,0,40,145,------201,361,0.56,------145,
562,188,1,0,32,146,------169,361,0.47,------146,
565,189,1,0,32,147,------137,361,0.38,------147,
568,190,1,0,24,148,------113,361,0.31,------148,
571,191,1,1,52,149,------165,441,0.37,------149,
574,192,1,1,60,150,------225,441,0.51,------150,
577,193,1,1,44,151,------269,441,0.61,------151,
580,194,1,1,36,152,------305,441,0.69,------152,
583,195,1,1,28,153,------333,441,0.76,------153,
586,196,1,0,48,154,------285,441,0.65,------154,
589,197,1,0,24,155,------261,441,0.59,------155,
592,198,1,0,28,156,------233,361,0.65,------156,
595,199,1,0,28,157,------205,289,0.71,------157,
598,200,1,0,28,158,------177,289,0.61,------158,
601,201,1,1,12,159,------189,361,0.52,------159,
604,202,1,1,20,160,------209,441,0.47,------160,
607,203,1,1,8,161,------217,441,0.49,------161,
610,204,1,1,24,162,------241,441,0.55,------162,
613,205,1,1,16,163,------257,441,0.58,------163,
616,206,1,0,56,164,------201,441,0.46,------164,
619,207,1,0,24,165,------177,361,0.49,------165,
622,208,1,0,16,166,------161,361,0.45,------166,
625,209,1,0,20,167,------141,361,0.39,------167,
628,210,1,0,20,168,------121,289,0.42,------168,
631,211,1,0,20,169,------101,225,0.45,------169,
634,212,1,0,20,170,------81,169,0.48,------170,
637,213,1,0,20,170,------61,121,0.5,------31,
640,214,0,0,20,170,------41,81,0.51,------32,
643,215,0,0,16,170,------25,49,0.51,------33,
646,216,0,1,4,170,------29,81,0.36,------4,
649,217,0,1,12,170,------41,121,0.34,------5,
652,218,1,1,12,170,------53,169,0.31,------6,
655,219,1,1,36,170,------89,225,0.4,------7,
658,220,1,1,28,170,------117,289,0.4,------8,
661,221,1,1,12,170,------129,361,0.36,------9,
664,222,1,1,12,170,------141,441,0.32,------10,
667,223,1,1,32,170,------173,441,0.39,------11,
670,224,1,1,24,170,------197,441,0.45,------12,
673,225,1,1,24,170,------221,441,0.5,------13,
676,226,1,0,72,171,------149,441,0.34,------171,
679,227,1,0,40,171,------109,361,0.3,------17,
682,228,1,0,20,171,------89,289,0.31,------18,
685,229,1,0,16,171,------73,225,0.32,------19,
688,230,1,0,12,171,------61,169,0.36,------20,
691,231,1,1,28,171,------89,225,0.4,------21,
694,232,1,1,40,171,------129,289,0.45,------22,
697,233,1,1,24,171,------153,361,0.42,------23,
700,234,1,1,24,171,------177,441,0.4,------24,
703,235,1,1,24,171,------201,441,0.46,------25,
706,236,1,0,56,171,------145,361,0.4,------26,
709,237,1,0,24,171,------121,169,0.72,------27,
712,238,1,0,12,171,------109,121,0.9,------28,
715,239,1,0,12,171,------97,121,0.8,------29,
718,240,1,0,16,171,------81,121,0.67,------30,
721,241,1,0,20,171,------61,121,0.5,------31,
724,242,0,0,20,171,------41,81,0.51,------32,
727,243,0,0,16,171,------25,49,0.51,------33,
730,244,0,0,12,171,------13,25,0.52,------34,
733,245,0,0,8,171,------5,9,0.56,------1,
736,246,0,1,4,171,------9,25,0.36,------2,
739,247,0,1,12,171,------21,49,0.43,------3,
742,248,0,1,8,171,------29,81,0.36,------4,
745,249,0,1,12,171,------41,121,0.34,------5,
748,250,1,1,12,171,------53,169,0.31,------6,
751,251,1,1,36,171,------89,225,0.4,------7,
754,252,1,1,28,171,------117,289,0.4,------8,
757,253,1,1,12,171,------129,361,0.36,------9,
760,254,1,1,12,171,------141,441,0.32,------10,
763,255,1,1,32,171,------173,441,0.39,------11,
766,256,1,0,72,171,------101,441,0.23,------35,
769,257,1,0,40,171,------61,121,0.5,------31,
772,258,0,0,20,171,------41,81,0.51,------32,
775,259,0,0,16,171,------25,49,0.51,------33,
778,260,0,0,12,171,------13,25,0.52,------34,
781,261,0,1,4,171,------17,49,0.35,------36,
784,262,0,1,12,171,------29,81,0.36,------37,
787,263,0,1,12,171,------41,121,0.34,------38,
790,264,1,1,20,171,------61,169,0.36,------39,
793,265,1,1,20,171,------81,225,0.36,------40,
796,266,1,1,24,171,------105,289,0.36,------41,
799,267,1,1,28,171,------133,361,0.37,------42,
802,268,1,1,24,171,------157,441,0.36,------43,
805,269,1,1,16,171,------173,441,0.39,------44,
808,270,1,1,16,171,------189,441,0.43,------45,
811,271,1,1,24,171,------213,441,0.48,------46,
814,272,1,1,40,171,------253,441,0.57,------47,
817,273,1,1,32,171,------285,441,0.65,------48,
820,274,1,1,12,171,------297,441,0.67,------49,
823,275,1,1,16,171,------313,441,0.71,------50,
826,276,1,0,96,171,------217,441,0.49,------51,
829,277,1,0,72,171,------145,361,0.4,------52,
832,278,1,0,41,171,------104,361,0.29,------53,
835,279,1,0,36,171,------68,361,0.19,------54,
838,280,0,0,36,171,------32,361,0.09,------55,
841,281,1,1,48,171,------80,441,0.18,------56,
844,282,1,1,56,171,------136,441,0.31,------57,
847,283,1,1,57,171,------193,441,0.44,------58,
850,284,1,1,36,171,------229,441,0.52,------59,
853,285,1,1,40,171,------269,441,0.61,------60,
856,286,1,1,52,171,------321,441,0.73,------61,
859,287,1,1,36,171,------357,441,0.81,------62,
862,288,1,1,0,171,------357,441,0.81,------62,
865,289,1,1,0,171,------357,441,0.81,------62,
868,290,1,1,0,171,------357,441,0.81,------62,
871,291,1,0,40,171,------317,441,0.72,------63,
874,292,1,0,28,171,------289,361,0.8,------64,
877,293,1,0,16,171,------273,361,0.76,------65,
880,294,1,0,24,171,------249,361,0.69,------66,
883,295,1,0,32,171,------217,361,0.6,------67,
886,296,1,1,12,171,------229,441,0.52,------68,
889,297,1,1,8,171,------237,441,0.54,------69,
892,298,1,1,8,171,------245,441,0.56,------70,
895,299,1,1,16,171,------261,441,0.59,------71,
898,300,1,1,16,171,------277,441,0.63,------72,
901,301,1,1,16,171,------293,441,0.66,------73,
904,302,1,1,16,171,------309,441,0.7,------74,
907,303,1,1,40,171,------349,441,0.79,------75,
910,304,1,1,40,171,------389,441,0.88,------76,
913,305,1,1,0,171,------389,441,0.88,------76,
916,306,1,0,44,171,------345,441,0.78,------77,
919,307,1,0,24,171,------321,441,0.73,------78,
922,308,1,0,16,171,------305,441,0.69,------79,
925,309,1,0,8,171,------297,441,0.67,------80,
928,310,1,0,8,171,------289,441,0.66,------81,
931,311,1,1,32,171,------321,441,0.73,------82,
934,312,1,1,36,171,------357,441,0.81,------83,
937,313,1,1,20,171,------377,441,0.85,------84,
940,314,1,1,20,171,------397,441,0.9,------85,
943,315,1,1,4,171,------401,441,0.91,------86,
946,316,1,0,32,171,------369,441,0.84,------87,
949,317,1,0,20,171,------349,441,0.79,------88,
952,318,1,0,24,171,------325,441,0.74,------89,
955,319,1,0,24,171,------301,361,0.83,------90,
958,320,1,0,24,171,------277,361,0.77,------91,
961,321,1,1,28,171,------305,441,0.69,------92,
964,322,1,1,8,171,------313,441,0.71,------93,
967,323,1,1,8,171,------321,441,0.73,------94,
970,324,1,1,16,171,------337,441,0.76,------95,
973,325,1,1,16,171,------353,441,0.8,------96,
976,326,1,0,36,171,------317,441,0.72,------97,
979,327,1,0,16,171,------301,441,0.68,------98,
982,328,1,0,12,171,------289,441,0.66,------81,
985,329,1,0,16,171,------273,441,0.62,------99,
988,330,1,0,24,171,------249,441,0.56,------100,
991,331,1,0,32,171,------217,441,0.49,------101,
994,332,1,0,36,171,------181,361,0.5,------102,
997,333,1,0,36,171,------145,289,0.5,------103,
1000,334,1,0,32,171,------113,225,0.5,------104,
1003,335,1,0,28,171,------85,169,0.5,------105,
1006,336,1,1,4,171,------89,225,0.4,------106,
1009,337,1,1,12,171,------101,289,0.35,------107,
1012,338,1,1,12,171,------113,361,0.31,------108,
1015,339,1,1,36,171,------149,441,0.34,------109,
1018,340,1,1,24,171,------173,441,0.39,------110,
1021,341,1,0,56,171,------117,361,0.32,------111,
1024,342,1,0,28,171,------89,289,0.31,------18,
1027,343,1,0,16,171,------73,225,0.32,------19,
1030,344,1,0,12,171,------61,169,0.36,------20,
1033,345,1,0,12,171,------49,121,0.4,------112,
1036,346,1,1,20,171,------69,169,0.41,------113,
1039,347,1,1,32,171,------101,225,0.45,------114,
1042,348,1,1,16,171,------117,289,0.4,------8,
1045,349,1,1,12,171,------129,361,0.36,------9,
1048,350,1,1,12,171,------141,441,0.32,------10,
1051,351,1,0,52,171,------89,289,0.31,------115,
1054,352,1,0,28,171,------61,121,0.5,------31,
1057,353,0,0,20,171,------41,81,0.51,------32,
1060,354,0,0,16,171,------25,49,0.51,------33,
1063,355,0,0,12,171,------13,25,0.52,------34,
1066,356,0,1,4,171,------17,49,0.35,------36,
1069,357,0,1,12,171,------29,81,0.36,------37,
1072,358,0,1,12,171,------41,121,0.34,------38,
1075,359,1,1,20,171,------61,169,0.36,------39,
1078,360,1,1,20,171,------81,225,0.36,------40,
1081,361,1,1,24,171,------105,289,0.36,------41,
1084,362,1,1,28,171,------133,361,0.37,------42,
1087,363,1,1,24,171,------157,441,0.36,------43,
1090,364,1,1,16,171,------173,441,0.39,------44,
1093,365,1,1,16,171,------189,441,0.43,------45,
1096,366,1,0,72,171,------117,361,0.32,------116,
1099,367,1,0,48,171,------69,289,0.24,------117,
1102,368,1,0,21,171,------48,289,0.17,------118,
1105,369,0,0,16,171,------32,81,0.4,------119,
1108,370,0,0,16,171,------16,81,0.2,------120,
1111,371,0,1,24,171,------40,121,0.33,------121,
1114,372,1,1,28,171,------68,169,0.4,------122,
1117,373,1,1,25,171,------93,225,0.41,------123,
1120,374,1,1,24,171,------117,289,0.4,------124,
1123,375,1,1,28,171,------145,361,0.4,------125,
1126,376,1,1,24,171,------169,441,0.38,------126,
1129,377,1,1,16,171,------185,441,0.42,------127,
1132,378,1,1,16,171,------201,441,0.46,------128,
1135,379,1,1,24,171,------225,441,0.51,------129,
1138,380,1,1,40,171,------265,441,0.6,------130,
1141,381,1,0,88,171,------177,441,0.4,------131,
1144,382,1,0,52,171,------125,289,0.43,------132,
1147,383,1,0,24,171,------101,289,0.35,------133,
1150,384,1,0,28,171,------73,289,0.25,------134,
1153,385,1,0,28,171,------45,289,0.16,------135,
1156,386,1,1,20,171,------65,361,0.18,------136,
1159,387,1,1,20,171,------85,441,0.19,------137,
1162,388,1,1,48,171,------133,441,0.3,------138,
1165,389,1,1,44,171,------177,441,0.4,------139,
1168,390,1,1,48,171,------225,441,0.51,------140,
1171,391,1,1,32,171,------257,441,0.58,------141,
1174,392,1,1,40,171,------297,441,0.67,------142,
1177,393,1,1,20,171,------317,441,0.72,------143,
1180,394,1,1,0,171,------317,441,0.72,------143,
1183,395,1,1,0,171,------317,441,0.72,------143,
1186,396,1,0,76,171,------241,441,0.55,------144,
1189,397,1,0,40,171,------201,361,0.56,------145,
1192,398,1,0,32,171,------169,361,0.47,------146,
1195,399,1,0,32,171,------137,361,0.38,------147,
1198,400,1,0,24,171,------113,361,0.31,------148,
1201,401,1,1,52,171,------165,441,0.37,------149,
1204,402,1,1,60,171,------225,441,0.51,------150,
1207,403,1,1,44,171,------269,441,0.61,------151,
1210,404,1,1,36,171,------305,441,0.69,------152,
1213,405,1,1,28,171,------333,441,0.76,------153,
1216,406,1,0,48,171,------285,441,0.65,------154,
1219,407,1,0,24,171,------261,441,0.59,------155,
1222,408,1,0,28,171,------233,361,0.65,------156,
1225,409,1,0,28,171,------205,289,0.71,------157,
1228,410,1,0,28,171,------177,289,0.61,------158,
1231,411,1,1,12,171,------189,361,0.52,------159,
1234,412,1,1,20,171,------209,441,0.47,------160,
1237,413,1,1,8,171,------217,441,0.49,------161,
1240,414,1,1,24,171,------241,441,0.55,------162,
1243,415,1,1,16,171,------257,441,0.58,------163,
1246,416,1,0,56,171,------201,441,0.46,------164,
1249,417,1,0,24,171,------177,361,0.49,------165,
1252,418,1,0,16,171,------161,361,0.45,------166,
1255,419,1,0,20,171,------141,361,0.39,------167,
1258,420,1,0,20,171,------121,289,0.42,------168,
1261,421,1,0,20,171,------101,225,0.45,------169,
1264,422,1,0,20,171,------81,169,0.48,------170,
1267,423,1,0,20,171,------61,121,0.5,------31,
1270,424,0,0,20,171,------41,81,0.51,------32,
1273,425,0,0,16,171,------25,49,0.51,------33,
1276,426,0,1,4,171,------29,81,0.36,------4,
1279,427,0,1,12,171,------41,121,0.34,------5,
1282,428,1,1,12,171,------53,169,0.31,------6,
1285,429,1,1,36,171,------89,225,0.4,------7,
1288,430,1,1,28,171,------117,289,0.4,------8,
1291,431,1,1,12,171,------129,361,0.36,------9,
1294,432,1,1,12,171,------141,441,0.32,------10,
1297,433,1,1,32,171,------173,441,0.39,------11,
1300,434,1,1,24,171,------197,441,0.45,------12,
1303,435,1,1,24,171,------221,441,0.5,------13,
1306,436,1,0,72,171,------149,441,0.34,------171,
1309,437,1,0,40,171,------109,361,0.3,------17,
1312,438,1,0,20,171,------89,289,0.31,------18,
1315,439,1,0,16,171,------73,225,0.32,------19,
1318,440,1,0,12,171,------61,169,0.36,------20,
1321,441,1,1,28,171,------89,225,0.4,------21,
1324,442,1,1,40,171,------129,289,0.45,------22,
1327,443,1,1,24,171,------153,361,0.42,------23,
1330,444,1,1,24,171,------177,441,0.4,------24,
1333,445,1,1,24,171,------201,441,0.46,------25,
1336,446,1,0,56,171,------145,361,0.4,------26,
1339,447,1,0,24,171,------121,169,0.72,------27,
1342,448,1,0,12,171,------109,121,0.9,------28,
1345,449,1,0,12,171,------97,121,0.8,------29,
1348,450,1,0,16,171,------81,121,0.67,------30,
1351,451,1,0,20,171,------61,121,0.5,------31,
1354,452,0,0,20,171,------41,81,0.51,------32,
1357,453,0,0,16,171,------25,49,0.51,------33,
1360,454,0,0,12,171,------13,25,0.52,------34,
1363,455,0,0,8,171,------5,9,0.56,------1,
1366,456,0,1,4,171,------9,25,0.36,------2,
1369,457,0,1,12,171,------21,49,0.43,------3,
1372,458,0,1,8,171,------29,81,0.36,------4,
1375,459,0,1,12,171,------41,121,0.34,------5,
1378,460,1,1,12,171,------53,169,0.31,------6,
1381,461,1,1,36,171,------89,225,0.4,------7,
1384,462,1,1,28,171,------117,289,0.4,------8,
1387,463,1,1,12,171,------129,361,0.36,------9,
1390,464,1,1,12,171,------141,441,0.32,------10,
1393,465,1,1,32,171,------173,441,0.39,------11,
1396,466,1,0,72,171,------101,441,0.23,------35,
1399,467,1,0,40,171,------61,121,0.5,------31,
1402,468,0,0,20,171,------41,81,0.51,------32,
1405,469,0,0,16,171,------25,49,0.51,------33,
1408,470,0,0,12,171,------13,25,0.52,------34,
1411,471,0,1,4,171,------17,49,0.35,------36,
1414,472,0,1,12,171,------29,81,0.36,------37,
1417,473,0,1,12,171,------41,121,0.34,------38,
1420,474,1,1,20,171,------61,169,0.36,------39,
1423,475,1,1,20,171,------81,225,0.36,------40,
1426,476,1,1,24,171,------105,289,0.36,------41,
1429,477,1,1,28,171,------133,361,0.37,------42,
1432,478,1,1,24,171,------157,441,0.36,------43,
1435,479,1,1,16,171,------173,441,0.39,------44,
1438,480,1,1,16,171,------189,441,0.43,------45,
1441,481,1,1,24,171,------213,441,0.48,------46,
1444,482,1,1,40,171,------253,441,0.57,------47,
1447,483,1,1,32,171,------285,441,0.65,------48,
1450,484,1,1,12,171,------297,441,0.67,------49,
1453,485,1,1,16,171,------313,441,0.71,------50,
1456,486,1,0,96,171,------217,441,0.49,------51,
1459,487,1,0,72,171,------145,361,0.4,------52,
1462,488,1,0,41,171,------104,361,0.29,------53,
1465,489,1,0,36,171,------68,361,0.19,------54,
1468,490,0,0,36,171,------32,361,0.09,------55,
1471,491,1,1,48,171,------80,441,0.18,------56,
1474,492,1,1,56,171,------136,441,0.31,------57,
1477,493,1,1,57,171,------193,441,0.44,------58,
1480,494,1,1,36,171,------229,441,0.52,------59,
1483,495,1,1,40,171,------269,441,0.61,------60,
1486,496,1,1,52,171,------321,441,0.73,------61,
1489,497,1,1,36,171,------357,441,0.81,------62,
1492,498,1,1,0,171,------357,441,0.81,------62,
1495,499,1,1,0,171,------357,441,0.81,------62,
1498,500,1,1,0,171,------357,441,0.81,------62,
1501,501,1,0,40,171,------317,441,0.72,------63,
1504,502,1,0,28,171,------289,361,0.8,------64,
1507,503,1,0,16,171,------273,361,0.76,------65,
1510,504,1,0,24,171,------249,361,0.69,------66,
1513,505,1,0,32,171,------217,361,0.6,------67,
1516,506,1,1,12,171,------229,441,0.52,------68,
1519,507,1,1,8,171,------237,441,0.54,------69,
1522,508,1,1,8,171,------245,441,0.56,------70,
1525,509,1,1,16,171,------261,441,0.59,------71,
1528,510,1,1,16,171,------277,441,0.63,------72,
1531,511,1,1,16,171,------293,441,0.66,------73,
1534,512,1,1,16,171,------309,441,0.7,------74,
1537,513,1,1,40,171,------349,441,0.79,------75,
1540,514,1,1,40,171,------389,441,0.88,------76,
1543,515,1,1,0,171,------389,441,0.88,------76,
1546,516,1,0,44,171,------345,441,0.78,------77,
1549,517,1,0,24,171,------321,441,0.73,------78,
1552,518,1,0,16,171,------305,441,0.69,------79,
1555,519,1,0,8,171,------297,441,0.67,------80,
1558,520,1,0,8,171,------289,441,0.66,------81,
1561,521,1,1,32,171,------321,441,0.73,------82,
1564,522,1,1,36,171,------357,441,0.81,------83,
1567,523,1,1,20,171,------377,441,0.85,------84,
1570,524,1,1,20,171,------397,441,0.9,------85,
1573,525,1,1,4,171,------401,441,0.91,------86,
1576,526,1,0,32,171,------369,441,0.84,------87,
1579,527,1,0,20,171,------349,441,0.79,------88,
1582,528,1,0,24,171,------325,441,0.74,------89,
1585,529,1,0,24,171,------301,361,0.83,------90,
1588,530,1,0,24,171,------277,361,0.77,------91,
1591,531,1,1,28,171,------305,441,0.69,------92,
1594,532,1,1,8,171,------313,441,0.71,------93,
1597,533,1,1,8,171,------321,441,0.73,------94,
1600,534,1,1,16,171,------337,441,0.76,------95,
1603,535,1,1,16,171,------353,441,0.8,------96,
1606,536,1,0,36,171,------317,441,0.72,------97,
1609,537,1,0,16,171,------301,441,0.68,------98,
1612,538,1,0,12,171,------289,441,0.66,------81,
1615,539,1,0,16,171,------273,441,0.62,------99,
1618,540,1,0,24,171,------249,441,0.56,------100,
1621,541,1,0,32,171,------217,441,0.49,------101,
1624,542,1,0,36,171,------181,361,0.5,------102,
1627,543,1,0,36,171,------145,289,0.5,------103,
1630,544,1,0,32,171,------113,225,0.5,------104,
